name,mass (g),year,lat,long
Frontier Mountain 01156,0.1,2001,-72.98944,160.40222
Frontier Mountain 01161,0.3,2001,-72.9925,160.39528
Frontier Mountain 01155,0.3,2001,-72.98833,160.40139
Frontier Mountain 01129,0.3,2001,-72.95306,160.45667
Frontier Mountain 01114,0.3,2001,-72.95194,160.45917
Frontier Mountain 01125,0.3,2001,-72.95194,160.46722
Meteorite Hills 01154,0.4,2001,-79.68333,159.75
Frontier Mountain 01080,0.4,2001,-72.95194,160.45417
Frontier Mountain 01120,0.5,2001,-72.99194,160.40028
Frontier Mountain 01147,0.5,2001,-72.97361,160.33806
Meteorite Hills 01158,0.6,2001,-79.68333,159.75
Frontier Mountain 01158,0.6,2001,-72.98944,160.40222
Frontier Mountain 01159,0.6,2001,-72.98944,160.40222
Frontier Mountain 01157,0.7,2001,-72.98944,160.40222
Frontier Mountain 01043,0.7,2001,-72.98833,160.40694
Frontier Mountain 01063,0.7,2001,-72.98778,160.40861
Frontier Mountain 01010,0.7,2001,-72.9525,160.5075
Frontier Mountain 01123,0.7,2001,-72.95167,160.46306
Frontier Mountain 01142,0.8,2001,-72.99222,160.4
Frontier Mountain 01164,0.8,2001,-72.98944,160.40278
Frontier Mountain 01036,0.8,2001,-72.98889,160.40528
Frontier Mountain 01056,0.8,2001,-72.98806,160.40611
Frontier Mountain 01110,0.8,2001,-72.95222,160.4625
Frontier Mountain 01128,0.8,2001,-72.95222,160.45917
Dar al Gani 1048,0.8,2001,27.20167,16.31117
Frontier Mountain 01163,0.9,2001,-72.99333,160.4
Frontier Mountain 01047,0.9,2001,-72.98972,160.40444
Frontier Mountain 01160,0.9,2001,-72.98972,160.40306
Frontier Mountain 01097,0.9,2001,-72.95417,160.43833
Frontier Mountain 01079,0.9,2001,-72.9525,160.44972
Frontier Mountain 01146,1,2001,-72.99278,160.40694
Frontier Mountain 01073,1,2001,-72.99,160.40306
Frontier Mountain 01034,1,2001,-72.98889,160.40528
Frontier Mountain 01015,1.2,2001,-72.98889,160.40583
Frontier Mountain 01018,1.2,2001,-72.98889,160.40472
Frontier Mountain 01064,1.2,2001,-72.98806,160.40833
Meteorite Hills 01221,1.3,2001,-79.68333,159.75
Meteorite Hills 01317,1.3,2001,-79.68333,159.75
Frontier Mountain 01058,1.3,2001,-72.98889,160.40583
Frontier Mountain 01054,1.3,2001,-72.98833,160.40722
Frontier Mountain 01126,1.3,2001,-72.95167,160.46306
Meteorite Hills 01183,1.4,2001,-79.68333,159.75
Frontier Mountain 01143,1.4,2001,-72.99222,160.4
Meteorite Hills 01184,1.5,2001,-79.68333,159.75
Meteorite Hills 01249,1.5,2001,-79.68333,159.75
Frontier Mountain 01017,1.5,2001,-72.98889,160.40528
Frontier Mountain 01149,1.5,2001,-72.98833,160.34667
Frontier Mountain 01152,1.5,2001,-72.98806,160.39917
Frontier Mountain 01016,1.6,2001,-72.98917,160.40583
Frontier Mountain 01091,1.6,2001,-72.95194,160.45444
Meteorite Hills 01105,1.7,2001,-79.68333,159.75
Meteorite Hills 01257,1.7,2001,-79.68333,159.75
Frontier Mountain 01071,1.7,2001,-72.98972,160.4025
Frontier Mountain 01065,1.7,2001,-72.98806,160.40833
Frontier Mountain 01060,1.8,2001,-72.98944,160.40444
Meteorite Hills 01109,1.9,2001,-79.68333,159.75
Frontier Mountain 01135,1.9,2001,-72.9925,160.40167
Frontier Mountain 01019,1.9,2001,-72.99,160.40333
Frontier Mountain 01131,2,2001,-72.99222,160.39972
Frontier Mountain 01042,2,2001,-72.98917,160.40722
Frontier Mountain 01103,2,2001,-72.95417,160.41306
Dhofar 308,2,2001,18.40333,54.15
Frontier Mountain 01076,2.1,2001,-72.99056,160.405
Frontier Mountain 01089,2.1,2001,-72.95222,160.45556
Frontier Mountain 01139,2.2,2001,-72.99472,160.39972
Frontier Mountain 01101,2.2,2001,-72.95194,160.46056
Frontier Mountain 01020,2.3,2001,-72.98972,160.40333
Frontier Mountain 01136,2.4,2001,-72.99361,160.41389
Frontier Mountain 01162,2.5,2001,-72.99333,160.4
Frontier Mountain 01105,2.5,2001,-72.95028,160.51194
Dhofar 808,2.5,2001,18.17998,54.20367
Superior Valley 011,2.52,2001,35.23617,-117.043
Frontier Mountain 01035,2.6,2001,-72.98889,160.40528
Frontier Mountain 01007,2.6,2001,-72.95194,160.50944
Frontier Mountain 01026,2.7,2001,-72.98889,160.40556
Meteorite Hills 01086,2.73,2001,-79.68333,155.75
Frontier Mountain 01127,2.9,2001,-72.95194,160.45944
Frontier Mountain 01074,3,2001,-72.99,160.40278
Meteorite Hills 01235,3.1,2001,-79.68333,159.75
Frontier Mountain 01038,3.1,2001,-72.98889,160.40528
Frontier Mountain 01050,3.2,2001,-72.99,160.40722
Frontier Mountain 01124,3.2,2001,-72.9525,160.465
Frontier Mountain 01001,3.2,2001,-72.95194,160.50056
Frontier Mountain 01008,3.2,2001,-72.95194,160.50944
Meteorite Hills 01320,3.3,2001,-79.68333,159.75
Frontier Mountain 01023,3.3,2001,-72.9875,160.40056
Frontier Mountain 01096,3.3,2001,-72.95333,160.46194
Frontier Mountain 01148,3.3,2001,-72.93417,160.64861
Meteorite Hills 01080,3.4,2001,-79.68333,159.75
Meteorite Hills 01314,3.4,2001,-79.68333,159.75
Frontier Mountain 01081,3.4,2001,-72.98972,160.40722
Frontier Mountain 01115,3.4,2001,-72.95278,160.52056
Frontier Mountain 01022,3.5,2001,-72.98667,160.4025
Frontier Mountain 01122,3.5,2001,-72.95194,160.46361
Meteorite Hills 01090,3.52,2001,-79.68333,155.75
Frontier Mountain 01130,3.6,2001,-72.99222,160.39972
Frontier Mountain 01014,3.6,2001,-72.98889,160.405
Frontier Mountain 01151,3.6,2001,-72.98778,160.40083
Frontier Mountain 01094,3.7,2001,-72.95361,160.45306
Frontier Mountain 01099,3.7,2001,-72.95167,160.51167
Meteorite Hills 01157,3.8,2001,-79.68333,159.75
Frontier Mountain 01171,3.8,2001,-72.9525,160.46944
Dhofar 302,3.83,2001,19.32667,54.785
Frontier Mountain 01028,3.9,2001,-72.99028,160.40444
Frontier Mountain 01167,3.9,2001,-72.95194,160.52222
Meteorite Hills 01153,4,2001,-79.68333,159.75
Frontier Mountain 01168,4,2001,-72.95167,160.52139
Dhofar 311,4,2001,19.32667,54.78333
Dhofar 834,4.04,2001,19.06228,54.49735
Meteorite Hills 01089,4.1,2001,-79.68333,159.75
Frontier Mountain 01061,4.1,2001,-72.99,160.40722
Dhofar 303,4.15,2001,19.33,54.78333
Meteorite Hills 01300,4.2,2001,-79.68333,159.75
Frontier Mountain 01138,4.2,2001,-72.99472,160.39972
Frontier Mountain 01085,4.2,2001,-72.98889,160.40778
Stewart Valley 008,4.2,2001,36.23743,-116.17223
Meteorite Hills 01084,4.29,2001,-79.68333,155.75
Meteorite Hills 01071,4.5,2001,-79.68333,159.75
Meteorite Hills 01315,4.5,2001,-79.68333,159.75
Frontier Mountain 01165,4.5,2001,-72.98917,160.40417
Dhofar 833,4.58,2001,19.05335,54.49323
Meteorite Hills 01267,4.6,2001,-79.68333,159.75
Meteorite Hills 01302,4.6,2001,-79.68333,159.75
Frontier Mountain 01116,4.6,2001,-72.99444,160.40056
Frontier Mountain 01132,4.6,2001,-72.9925,160.4
Frontier Mountain 01118,4.7,2001,-72.99083,160.40444
Frontier Mountain 01109,4.7,2001,-72.95278,160.46361
Tungsten Mountain 005,4.7,2001,39.6844,-117.62007
Meteorite Hills 01250,4.8,2001,-79.68333,159.75
Meteorite Hills 01306,4.8,2001,-79.68333,159.75
Meteorite Hills 01146,4.9,2001,-79.68333,159.75
Meteorite Hills 01309,4.9,2001,-79.68333,159.75
Frontier Mountain 01041,4.9,2001,-72.99083,160.4075
Frontier Mountain 01170,4.9,2001,-72.9525,160.52389
Frontier Mountain 01092,4.9,2001,-72.95194,160.45444
Frontier Mountain 01082,5,2001,-72.98972,160.40722
Frontier Mountain 01111,5,2001,-72.95167,160.51167
Dhofar 536,5,2001,18.31667,54.14833
Frontier Mountain 01046,5.1,2001,-72.98944,160.40278
Frontier Mountain 01121,5.1,2001,-72.95222,160.4625
Frontier Mountain 01069,5.4,2001,-72.99,160.40639
Frontier Mountain 01059,5.4,2001,-72.98889,160.40611
Meteorite Hills 01301,5.5,2001,-79.68333,159.75
Frontier Mountain 01075,5.5,2001,-72.99056,160.40611
Frontier Mountain 01166,5.5,2001,-72.98694,160.40833
Dhofar 1417,5.52,2001,19.10735,54.61293
Meteorite Hills 01316,5.6,2001,-79.68333,159.75
Frontier Mountain 01066,5.6,2001,-72.98861,160.40722
Frontier Mountain 01006,5.6,2001,-72.95167,160.50917
Meteorite Hills 01088,5.8,2001,-79.68333,159.75
Meteorite Hills 01209,6,2001,-79.68333,159.75
Frontier Mountain 01030,6,2001,-72.99083,160.4025
Dhofar 717,6,2001,19.32667,54.785
Frontier Mountain 01033,6.2,2001,-72.99028,160.40194
Frontier Mountain 01169,6.2,2001,-72.95278,160.52222
Meteorite Hills 01313,6.5,2001,-79.68333,159.75
Frontier Mountain 01072,6.5,2001,-72.99,160.40389
Roach Dry Lake 006,6.53,2001,35.68345,-115.34703
Frontier Mountain 01070,6.6,2001,-72.99,160.40639
Frontier Mountain 01005,6.6,2001,-72.95167,160.50889
Frontier Mountain 01153,6.7,2001,-72.98833,160.40139
Frontier Mountain 01009,6.7,2001,-72.95278,160.51139
Frontier Mountain 01048,6.8,2001,-72.98944,160.40611
Stewart Valley 003,6.8,2001,36.21153,-116.16785
Meteorite Hills 01255,6.9,2001,-79.68333,159.75
Meteorite Hills 01303,6.9,2001,-79.68333,159.75
Meteorite Hills 01129,7,2001,-79.68333,159.75
Meteorite Hills 01234,7,2001,-79.68333,159.75
Meteorite Hills 01323,7,2001,-79.68333,159.75
Tungsten Mountain 008,7,2001,39.68072,-117.62778
Frontier Mountain 01119,7.2,2001,-72.99194,160.4
Meteorite Hills 01104,7.3,2001,-79.68333,159.75
Frontier Mountain 01027,7.3,2001,-72.99028,160.40389
Meteorite Hills 01298,7.4,2001,-79.68333,159.75
Frontier Mountain 01004,7.4,2001,-72.95167,160.50889
Meteorite Hills 01232,7.6,2001,-79.68333,159.75
Dhofar 1003,7.61,2001,18.92655,54.2624
Meteorite Hills 01231,7.7,2001,-79.68333,159.75
Sayh al Uhaymir 135,7.76,2001,21.06481,57.27356
Meteorite Hills 01110,7.8,2001,-79.68333,159.75
Meteorite Hills 01292,7.8,2001,-79.68333,159.75
Tungsten Mountain 003,7.8,2001,39.68449,-117.62072
Dhofar 832,7.84,2001,19.0504,54.4906
Meteorite Hills 01190,7.9,2001,-79.68333,159.75
Meteorite Hills 01268,8,2001,-79.68333,159.75
Frontier Mountain 01025,8,2001,-72.98889,160.40611
Sayh al Uhaymir 137,8.07,2001,21.07128,57.10175
Meteorite Hills 01092,8.1,2001,-79.68333,159.75
Meteorite Hills 01218,8.1,2001,-79.68333,159.75
Tungsten Mountain 004,8.1,2001,39.68444,-117.62022
Meteorite Hills 01322,8.4,2001,-79.68333,159.75
Frontier Mountain 01144,8.4,2001,-72.99306,160.40028
Frontier Mountain 01029,8.4,2001,-72.99056,160.40278
Frontier Mountain 01053,8.4,2001,-72.98972,160.40556
Frontier Mountain 01067,8.4,2001,-72.98917,160.40667
Meteorite Hills 01229,8.5,2001,-79.68333,159.75
Meteorite Hills 01091,8.6,2001,-79.68333,155.75
Frontier Mountain 01045,8.9,2001,-72.98917,160.40528
Frontier Mountain 01154,8.9,2001,-72.98833,160.40139
Dhofar 1402,8.94,2001,19.0823,54.77837
Frontier Mountain 01031,9,2001,-72.99,160.40389
Dhofar 301,9,2001,18.40167,54.14833
Meteorite Hills 01173,9.4,2001,-79.68333,159.75
Tassédet 002,9.4,2001,18.237,6.51983
Frontier Mountain 01106,9.5,2001,-72.95194,160.50833
Frontier Mountain 01090,9.9,2001,-72.95222,160.46028
Dhofar 304,10,2001,18.40333,54.15
Frontier Mountain 01098,10.1,2001,-72.95167,160.51167
Meteorite Hills 01149,10.3,2001,-79.68333,159.75
Meteorite Hills 01211,10.6,2001,-79.68333,159.75
Meteorite Hills 01233,10.6,2001,-79.68333,159.75
Meteorite Hills 01318,10.6,2001,-79.68333,159.75
Frontier Mountain 01051,10.6,2001,-72.98917,160.405
Meteorite Hills 01222,10.8,2001,-79.68333,159.75
Coyote Dry Lake 152,10.84,2001,35.05607,-116.72365
Meteorite Hills 01296,10.9,2001,-79.68333,159.75
Meteorite Hills 01324,10.9,2001,-79.68333,159.75
Meteorite Hills 01326,10.9,2001,-79.68333,159.75
Frontier Mountain 01150,11,2001,-72.95972,160.64889
Dhofar 214,11,2001,19.04333,54.555
Frontier Mountain 01083,11.1,2001,-72.98972,160.40667
Frontier Mountain 01088,11.1,2001,-72.95222,160.45528
Frontier Mountain 01117,11.2,2001,-72.97056,160.52306
Meteorite Hills 01263,11.3,2001,-79.68333,159.75
Frontier Mountain 01100,11.3,2001,-72.95167,160.51167
Dhofar 255,11.3,2001,18.745,54.38517
Tungsten Mountain 002,11.3,2001,39.67357,-117.60432
Meteorite Hills 01189,11.4,2001,-79.68333,159.75
Frontier Mountain 01013,11.4,2001,-72.98722,160.40639
Meteorite Hills 01079,11.5,2001,-79.68333,159.75
Meteorite Hills 01168,11.5,2001,-79.68333,159.75
Meteorite Hills 01180,11.5,2001,-79.68333,159.75
Frontier Mountain 01084,11.5,2001,-72.99083,160.40417
Dhofar 1405,11.53,2001,19.07152,54.77338
Meteorite Hills 01152,11.6,2001,-79.68333,159.75
Meteorite Hills 01236,11.6,2001,-79.68333,159.75
Meteorite Hills 01243,11.6,2001,-79.68333,159.75
Frontier Mountain 01011,11.6,2001,-72.96361,160.53667
Frontier Mountain 01108,11.7,2001,-72.95278,160.46528
Meteorite Hills 01159,11.9,2001,-79.68333,159.75
Meteorite Hills 01178,11.9,2001,-79.68333,159.75
Meteorite Hills 01312,12,2001,-79.68333,159.75
Dhofar 1317,12,2001,18.42,54.10333
Dhofar 1315,12,2001,19.15167,54.775
Willcox Playa 002,12,2001,32.18167,-109.7895
Red Dry Lake 005,12,2001,35.64645,-114.02853
Dhofar 824,12.05,2001,19.06013,54.53182
Dhofar 1411,12.09,2001,19.07285,54.77768
Meteorite Hills 01126,12.3,2001,-79.68333,159.75
Meteorite Hills 01155,12.3,2001,-79.68333,159.75
Meteorite Hills 01265,12.3,2001,-79.68333,159.75
Frontier Mountain 01145,12.3,2001,-72.99306,160.40056
Sayh al Uhaymir 132,12.34,2001,21.06831,57.31564
Sevaruyo,12.37,2001,-19.36775,-66.96787
Meteorite Hills 01179,12.4,2001,-79.68333,159.75
Meteorite Hills 01101,12.5,2001,-79.68333,159.75
Meteorite Hills 01220,12.5,2001,-79.68333,159.75
Tassédet 003,12.5,2001,18.30033,6.50683
Meteorite Hills 01083,12.6,2001,-79.68333,159.75
Meteorite Hills 01156,12.7,2001,-79.68333,159.75
Dhofar 251,12.7,2001,19.3015,54.735
Shişr 017,12.83,2001,18.42322,53.60905
Dhofar 306,12.86,2001,19.32833,54.785
Meteorite Hills 01238,12.9,2001,-79.68333,159.75
Dhofar 1427,12.92,2001,19.11285,54.81877
Meteorite Hills 01172,13,2001,-79.68333,159.75
Meteorite Hills 01252,13,2001,-79.68333,159.75
El Mirage Dry Lake 002,13,2001,34.64667,-117.58108
Red Dry Lake 009,13,2001,35.62723,-114.04323
Meteorite Hills 01205,13.2,2001,-79.68333,159.75
Frontier Mountain 01062,13.3,2001,-72.98778,160.40944
Meteorite Hills 01237,13.4,2001,-79.68333,159.75
Tungsten Mountain 010,13.4,2001,39.68432,-117.62052
Meteorite Hills 01308,13.5,2001,-79.68333,159.75
Red Dry Lake 004,13.5,2001,35.6464,-114.02849
Frontier Mountain 01068,13.6,2001,-72.98972,160.405
Frontier Mountain 01040,13.6,2001,-72.98889,160.40528
Frontier Mountain 01002,13.6,2001,-72.9525,160.50528
Meteorite Hills 01228,13.8,2001,-79.68333,159.75
Coyote Dry Lake 153,13.87,2001,35.07362,-116.76372
Frontier Mountain 01141,13.9,2001,-72.99222,160.40028
Frontier Mountain 01104,13.9,2001,-72.95167,160.51111
Meteorite Hills 01128,14,2001,-79.68333,159.75
Meteorite Hills 01299,14,2001,-79.68333,159.75
Frontier Mountain 01055,14,2001,-72.95333,160.45806
Dhofar 537,14,2001,18.89833,54.705
Dhofar 725,14,2001,19.15,54.57667
Sayh al Uhaymir 062,14,2001,21.06,57.29
Hammadah al Hamra 318,14,2001,29.3785,11.54633
Meteorite Hills 01224,14.1,2001,-79.68333,159.75
Meteorite Hills 01213,14.2,2001,-79.68333,159.75
Meteorite Hills 01311,14.3,2001,-79.68333,159.75
Frontier Mountain 01003,14.3,2001,-72.95194,160.50806
Meteorite Hills 01223,14.4,2001,-79.68333,159.75
Meteorite Hills 01202,14.5,2001,-79.68333,159.75
Frontier Mountain 01052,14.6,2001,-72.98944,160.40694
Meteorite Hills 01226,14.7,2001,-79.68333,159.75
Meteorite Hills 01319,14.7,2001,-79.68333,159.75
Frontier Mountain 01024,14.8,2001,-72.9525,160.51833
Frontier Mountain 01078,15,2001,-72.95417,160.45194
Northwest Africa 463,15,2001,26.784,-12.8335
Frontier Mountain 01057,15.2,2001,-72.98861,160.40639
Superior Valley 004,15.3,2001,35.23533,-117.1005
Meteorite Hills 01321,15.4,2001,-79.68333,159.75
Meteorite Hills 01127,15.5,2001,-79.68333,159.75
Meteorite Hills 01131,15.5,2001,-79.68333,159.75
Dhofar 830,15.68,2001,19.04493,54.47637
Meteorite Hills 01073,15.7,2001,-79.68333,159.75
Meteorite Hills 01094,15.8,2001,-79.68333,159.75
Meteorite Hills 01177,15.8,2001,-79.68333,159.75
Sayh al Uhaymir 108,16,2001,21.06667,57.31667
Meteorite Hills 01283,17,2001,-79.68333,159.75
Northwest Africa 2251,17,2001,27.96667,-7.95
Coyote Dry Lake 155,17.02,2001,35.06847,-116.76905
Meteorite Hills 01290,17.2,2001,-79.68333,159.75
Meteorite Hills 01099,17.5,2001,-79.68333,159.75
Meteorite Hills 01288,17.7,2001,-79.68333,159.75
Coyote Dry Lake 159,17.7,2001,35.05865,-116.76872
Meteorite Hills 01293,17.8,2001,-79.68333,159.75
Meteorite Hills 01148,18,2001,-79.68333,159.75
Frontier Mountain 01134,18.2,2001,-72.99222,160.4
Frontier Mountain 01037,18.2,2001,-72.98889,160.40528
Meteorite Hills 01151,18.3,2001,-79.68333,159.75
Dhofar 798,18.43,2001,19.0605,54.53677
Meteorite Hills 01239,18.7,2001,-79.68333,159.75
Meteorite Hills 01254,19,2001,-79.68333,159.75
Sayh al Uhaymir 176,19,2001,21.04833,57.25833
Frontier Mountain 01012,19.2,2001,-72.97111,160.33389
Dhofar 811,19.32,2001,18.5581,54.1039
Meteorite Hills 01078,19.5,2001,-79.68333,159.75
Dhofar 829,19.68,2001,19.06003,54.5788
Dhofar 790,20.45,2001,19.06632,54.52197
Meteorite Hills 01248,20.5,2001,-79.68333,159.75
Meteorite Hills 01264,20.6,2001,-79.68333,159.75
Meteorite Hills 01100,20.7,2001,-79.68333,159.75
Dhofar 999,20.89,2001,18.26817,54.15067
Meteorite Hills 01098,21.1,2001,-79.68333,159.75
Meteorite Hills 01251,21.3,2001,-79.68333,159.75
Little Ash Creek,21.4,2001,34.38667,-112.02833
Red Dry Lake 002,21.5,2001,35.65306,-114.02437
Frontier Mountain 01095,21.6,2001,-72.95333,160.46083
Frontier Mountain 01039,22,2001,-72.98944,160.40722
Sayh al Uhaymir 431,22.1,2001,21.0769,57.29693
Meteorite Hills 01082,22.14,2001,-79.68333,155.75
Dhofar 831,22.29,2001,19.04797,54.48912
Dhofar 464,22.3,2001,18.2496,53.99437
Dhofar 803,22.43,2001,19.0586,54.53503
Meteorite Hills 01210,22.8,2001,-79.68333,159.75
Meteorite Hills 01150,22.9,2001,-79.68333,159.75
Meteorite Hills 01200,22.9,2001,-79.68333,159.75
Meteorite Hills 01219,23.1,2001,-79.68333,159.75
Sayh al Uhaymir 077,23.2,2001,21.01183,57.33
Dhofar 823,23.33,2001,19.05025,54.49242
Meteorite Hills 01132,23.7,2001,-79.68333,159.75
Meteorite Hills 01289,23.7,2001,-79.68333,159.75
Dhofar 816,23.86,2001,18.97923,54.62818
Meteorite Hills 01186,23.9,2001,-79.68333,159.75
Meteorite Hills 01261,24.2,2001,-79.68333,159.75
Meteorite Hills 01176,24.3,2001,-79.68333,159.75
Dhofar 463,24.3,2001,18.2468,54.00242
Sayh al Uhaymir 168,24.73,2001,21.10517,56.9963
Dhofar 812,24.87,2001,18.5624,54.10895
Acfer 322,25,2001,27.55917,4.093
Meteorite Hills 01188,25.1,2001,-79.68333,159.75
Meteorite Hills 01192,25.2,2001,-79.68333,159.75
Dhofar 809,25.42,2001,18.5645,54.09627
Meteorite Hills 01260,25.5,2001,-79.68333,159.75
Dhofar 1292,26,2001,18.85167,54.66167
Superior Valley 010,26.26,2001,35.23633,-117.04317
Meteorite Hills 01138,26.3,2001,-79.68333,159.75
Meteorite Hills 01174,26.3,2001,-79.68333,159.75
Frontier Mountain 01093,26.4,2001,-72.95194,160.45556
Meteorite Hills 01258,26.6,2001,-79.68333,159.75
Frontier Mountain 01044,26.6,2001,-72.98917,160.40528
Meteorite Hills 01125,26.7,2001,-79.68333,159.75
Frontier Mountain 01032,27,2001,-72.99083,160.40333
Meteorite Hills 01081,27.4,2001,-79.68333,155.75
Meteorite Hills 01201,27.4,2001,-79.68333,159.75
Dhofar 1407,27.64,2001,19.06712,54.77877
Meteorite Hills 01282,27.7,2001,-79.68333,159.75
Meteorite Hills 01087,28.41,2001,-79.68333,155.75
Meteorite Hills 01214,28.9,2001,-79.68333,159.75
Stewart Valley 002,28.9,2001,36.20758,-116.16918
Meteorite Hills 01103,29.6,2001,-79.68333,159.75
Meteorite Hills 01144,29.6,2001,-79.68333,159.75
Meteorite Hills 01163,29.8,2001,-79.68333,159.75
Meteorite Hills 01287,29.8,2001,-79.68333,159.75
Meteorite Hills 01325,29.8,2001,-79.68333,159.75
Meteorite Hills 01075,29.9,2001,-79.68333,159.75
Meteorite Hills 01295,30,2001,-79.68333,159.75
Kumiva Valley,30.15,2001,40.37972,-119.08639
Dhofar 1410,30.45,2001,19.15895,54.70497
Meteorite Hills 01085,30.6,2001,-79.68333,159.75
Meteorite Hills 01279,30.6,2001,-79.68333,159.75
Dhofar 494,31,2001,19.15,54.58333
Tungsten Mountain 009,31,2001,39.68035,-117.62918
Frontier Mountain 01113,31.2,2001,-72.95417,160.46222
Meteorite Hills 01212,31.4,2001,-79.68333,159.75
Meteorite Hills 01165,31.5,2001,-79.68333,159.75
Dhofar 459,31.5,2001,18.24857,54.00337
Meteorite Hills 01259,31.7,2001,-79.68333,159.75
Meteorite Hills 01193,32,2001,-79.68333,159.75
Dhofar 493,32,2001,19.14667,54.58
Dhofar 795,32.18,2001,19.0487,54.5291
Meteorite Hills 01107,32.6,2001,-79.68333,159.75
Meteorite Hills 01171,32.9,2001,-79.68333,159.75
Superior Valley 005,32.92,2001,35.238,-117.0365
Dhofar 649,33,2001,19.19365,54.63747
Meteorite Hills 01162,33.1,2001,-79.68333,159.75
Dar al Gani 1022,33.6,2001,27.08333,16.25
Northwest Africa 2266,33.9,2001,28.75,-7.58333
Sayh al Uhaymir 105,34,2001,21.05833,57.29167
Dhofar 305,34.11,2001,19.33,54.78333
Meteorite Hills 01147,34.4,2001,-79.68333,159.75
Dhofar 489,34.4,2001,19.41667,54.58333
Meteorite Hills 01164,34.5,2001,-79.68333,159.75
Meteorite Hills 01170,34.9,2001,-79.68333,159.75
Meteorite Hills 01123,35,2001,-79.68333,159.75
Sayh al Uhaymir 058,35,2001,20.45667,56.65667
Dhofar 1422,35.22,2001,19.19607,54.88028
Meteorite Hills 01160,35.6,2001,-79.68333,159.75
Dhofar 598,36,2001,18.44,54.47935
Northwest Africa 845,36,2001,30.808,-5.85583
Dhofar 786,36.33,2001,19.06693,54.51932
Dhofar 249,36.6,2001,18.98667,54.60217
Frontier Mountain 01112,37,2001,-72.95306,160.49861
Meteorite Hills 01281,37.5,2001,-79.68333,159.75
Meteorite Hills 01246,38,2001,-79.68333,159.75
Meteorite Hills 01072,38.5,2001,-79.68333,159.75
Meteorite Hills 01187,38.6,2001,-79.68333,159.75
Meteorite Hills 01166,40,2001,-79.68333,159.75
Dhofar 675,40,2001,19.2133,54.62908
Northwest Africa 2265,40,2001,28.66667,-7.53333
Red Dry Lake 006,40,2001,35.62705,-114.04336
Northwest Africa 462,40.5,2001,26.784,-12.8335
Meteorite Hills 01070,40.6,2001,-79.68333,159.75
Meteorite Hills 01141,41.2,2001,-79.68333,159.75
Meteorite Hills 01124,41.6,2001,-79.68333,159.75
Meteorite Hills 01097,41.7,2001,-79.68333,159.75
Meteorite Hills 01208,41.8,2001,-79.68333,159.75
Dhofar 1401,42.03,2001,19.19135,54.65545
Sayh al Uhaymir 060,42.28,2001,20.98,57.31833
Meteorite Hills 01106,42.3,2001,-79.68333,159.75
Dhofar 1406,42.46,2001,19.15545,54.71392
Meteorite Hills 01278,43,2001,-79.68333,159.75
Dhofar 452,43,2001,18.80677,54.38725
Dhofar 633,43,2001,19.10727,54.60727
Northwest Africa 1196,43,2001,30.808,-5.85583
Meteorite Hills 01167,43.3,2001,-79.68333,159.75
Sayh al Uhaymir 433,43.3,2001,21.06637,57.2648
Meteorite Hills 01135,43.7,2001,-79.68333,159.75
Meteorite Hills 01143,44,2001,-79.68333,159.75
Dhofar 652,44,2001,19.10548,54.83808
Tungsten Mountain 007,44,2001,39.68518,-117.62105
Frontier Mountain 01049,44.1,2001,-72.98944,160.40611
Dhofar 804,44.4,2001,19.06155,54.53462
Dhofar 462,44.7,2001,18.24667,54.00188
Meteorite Hills 01247,44.9,2001,-79.68333,159.75
Meteorite Hills 01095,45,2001,-79.68333,159.75
Beyneu,45,2001,45.4633,55.23497
Meteorite Hills 01241,45.3,2001,-79.68333,159.75
Meteorite Hills 01203,45.4,2001,-79.68333,159.75
Dhofar 1414,45.59,2001,19.19477,54.65712
Meteorite Hills 01207,45.7,2001,-79.68333,159.75
Northwest Africa 466,46,2001,31.36817,-4.01683
Meteorite Hills 01074,46.2,2001,-79.68333,159.75
Meteorite Hills 01197,46.4,2001,-79.68333,159.75
Dhofar 1419,47.14,2001,19.1382,54.67448
Meteorite Hills 01275,47.3,2001,-79.68333,159.75
Meteorite Hills 01194,47.6,2001,-79.68333,159.75
Meteorite Hills 01217,47.8,2001,-79.68333,159.75
Northwest Africa 2257,47.9,2001,28.5,-7.9
Dhofar 645,48,2001,18.96205,54.14542
Dhofar 724,48,2001,19.14667,54.58667
Sayh al Uhaymir 177,48,2001,20.995,57.325
Meteorite Hills 01096,48.6,2001,-79.68333,159.75
Dhofar 259,48.6,2001,18.78683,54.25167
Dhofar 384,49,2001,19.10677,54.82085
Meteorite Hills 01175,49.3,2001,-79.68333,159.75
Dhofar 820,49.3,2001,19.04587,54.49452
Dhofar 1416,49.74,2001,19.1112,54.61523
Dhofar 270,50,2001,18.32833,54.15167
Dhofar 246,50,2001,18.66933,54.728
Dhofar 853,50,2001,18.98,54.54167
Dhofar 227,50,2001,18.99,54.6
Dhofar 307,50,2001,19.32833,54.78167
Sayh al Uhaymir 103,50,2001,20.98333,57.32667
Dhofar 825,50.44,2001,19.06027,54.54348
Al Huqf 062,50.7,2001,19.40772,57.29878
Dhofar 618,51,2001,19.20182,54.78373
Sayh al Uhaymir 193,52,2001,20.8635,56.2035
Dhofar 692,53,2001,19.41362,54.76867
Dhofar 1424,53.39,2001,19.19335,54.66395
Meteorite Hills 01285,53.4,2001,-79.68333,159.75
Dhofar 1423,53.58,2001,19.19707,54.6703
Dhofar 390,54,2001,19.13353,54.80995
