name,mass (g),year,lat,long
Sayh al Uhaymir 203,22.79,2002,21.07102,57.29485
LaPaz Icefield 02409,22.9,2002,-86.36667,-70
MacAlpine Hills 02644,23.27,2002,-84.21667,160.5
Pecora Escarpment 02045,23.76,2002,-85.63333,-68.7
Pecora Escarpment 02016,23.9,2002,-85.63333,-68.7
LaPaz Icefield 02234,24.18,2002,-86.36667,-70
LaPaz Icefield 02269,24.24,2002,-86.36667,-70
LaPaz Icefield 02237,24.4,2002,-86.36667,-70
Pecora Escarpment 02028,24.46,2002,-85.63333,-68.7
Sayh al Uhaymir 545,24.5,2002,20.53812,56.66567
Northwest Africa 2267,24.5,2002,28.1,-7.51667
Grove Mountains 020034,24.6,2002,-73.10333,75.17361
LaPaz Icefield 02388,24.67,2002,-86.36667,-70
Queen Alexandra Range 02170,24.9,2002,-84,168
LaPaz Icefield 02273,25.25,2002,-86.36667,-70
LaPaz Icefield 02247,25.33,2002,-86.36667,-70
Queen Alexandra Range 02181,25.46,2002,-84,168
Pecora Escarpment 02046,25.47,2002,-85.63333,-68.7
Pecora Escarpment 01008,25.6,2002,-85.68527,-68.77355
Grove Mountains 020038,25.6,2002,-73.14361,75.0575
Pecora Escarpment 02078,25.61,2002,-85.63333,-68.7
Pecora Escarpment 02060,25.9,2002,-85.63333,-68.7
Baruun Urt,25.9,2002,46.7,113.28333
Grove Mountains 020007,25.94,2002,-73.08972,75.18944
LaPaz Icefield 02349,26.01,2002,-86.36667,-70
LaPaz Icefield 02274,26.16,2002,-86.36667,-70
LaPaz Icefield 02390,26.48,2002,-86.36667,-70
LaPaz Icefield 02238,26.6,2002,-86.36667,-70
Queen Alexandra Range 02183,26.66,2002,-84,168
Queen Alexandra Range 02162,26.78,2002,-84,168
Queen Alexandra Range 02189,27.09,2002,-84,168
Pecora Escarpment 02055,27.14,2002,-85.63333,-68.7
LaPaz Icefield 02344,27.53,2002,-86.36667,-70
LaPaz Icefield 02240,28.16,2002,-86.36667,-70
LaPaz Icefield 02396,28.24,2002,-86.36667,-70
Pecora Escarpment 01026,29,2002,-85.65205,-68.56933
Pecora Escarpment 02035,29.09,2002,-85.63333,-68.7
Queen Alexandra Range 02182,29.1,2002,-84,168
Queen Alexandra Range 02188,29.23,2002,-84,168
MacAlpine Hills 02633,29.5,2002,-84.21667,160.5
LaPaz Icefield 02400,29.6,2002,-86.36667,-70
MacAlpine Hills 02608,29.7,2002,-84.21667,160.5
Sayh al Uhaymir 216,29.87,2002,20.42742,57.10297
Roach Dry Lake 075,29.9,2002,35.67355,-115.35067
LaPaz Icefield 02401,30.15,2002,-86.36667,-70
El Atchane 010,30.5,2002,29.81835,4.38228
LaPaz Icefield 02235,31.11,2002,-86.36667,-70
Grove Mountains 020040,31.7,2002,-73.13472,75.04278
MacAlpine Hills 02604,32.9,2002,-84.21667,160.5
Sayh al Uhaymir 146,33.25,2002,21.05158,57.31144
LaPaz Icefield 02389,33.81,2002,-86.36667,-70
Pecora Escarpment 02053,33.85,2002,-85.63333,-68.7
MacAlpine Hills 02605,34.4,2002,-84.21667,160.5
Sayh al Uhaymir 197,34.69,2002,21.06262,57.2738
LaPaz Icefield 02415,34.71,2002,-86.36667,-70
Dhofar 1190,35,2002,19.13667,54.56333
LaPaz Icefield 02384,35.04,2002,-86.36667,-70
LaPaz Icefield 02398,35.42,2002,-86.36667,-70
Dhofar 731,36,2002,19.33333,54.795
Sayh al Uhaymir 198,36.03,2002,21.06262,57.27422
Coyote Dry Lake 175,36.35,2002,35.05475,-116.75432
Dhofar 949,38,2002,19.125,54.67833
Dhofar 718,38,2002,19.31333,54.85167
LaPaz Icefield 02275,38.18,2002,-86.36667,-70
LaPaz Icefield 02387,38.76,2002,-86.36667,-70
Dhofar 1025,39,2002,19.30875,54.50178
Grove Mountains 020029,39.6,2002,-73.07056,75.26556
Al Huqf 009,39.83,2002,19.8423,57.00013
LaPaz Icefield 02267,39.85,2002,-86.36667,-70
Timna,40,2002,29.75,34.91667
LaPaz Icefield 02236,40.04,2002,-86.36667,-70
LaPaz Icefield 02385,40.68,2002,-86.36667,-70
Pecora Escarpment 02056,40.79,2002,-85.63333,-68.7
Pecora Escarpment 02013,41,2002,-85.63333,-68.7
LaPaz Icefield 02347,41.01,2002,-86.36667,-70
Pecora Escarpment 01002,41.5,2002,-85.6668,-69.04028
LaPaz Icefield 02413,41.76,2002,-86.36667,-70
LaPaz Icefield 02414,41.96,2002,-86.36667,-70
Dhofar 1300,42,2002,19.13833,54.65833
Sayh al Uhaymir 324,42,2002,20.99667,57.31667
LaPaz Icefield 02342,42.42,2002,-86.36667,-70
Coyote Dry Lake 165,42.57,2002,35.06888,-116.76197
Coyote Dry Lake 164,43,2002,35.05835,-116.77403
Pecora Escarpment 02052,43.37,2002,-85.63333,-68.7
Jiddat al Harasis 122,43.6,2002,19.668383,55.740733
LaPaz Icefield 02276,44.16,2002,-86.36667,-70
Pecora Escarpment 01017,44.2,2002,-85.69268,-68.97183
LaPaz Icefield 02416,44.25,2002,-86.36667,-70
Sayh al Uhaymir 201,44.71,2002,21.06963,57.29123
Pecora Escarpment 02024,44.82,2002,-85.63333,-68.7
Dhofar 953,45,2002,19.135,54.565
LaPaz Icefield 02305,45.2,2002,-86.36667,-70
LaPaz Icefield 02262,45.35,2002,-86.36667,-70
MacAlpine Hills 02636,45.5,2002,-84.21667,160.5
LaPaz Icefield 02397,46.21,2002,-86.36667,-70
Pecora Escarpment 02032,46.4,2002,-85.63333,-68.7
Dhofar 1296,48,2002,18.16667,54.08333
Dhofar 295,48,2002,19.20833,54.64
Sayh al Uhaymir 195,48.09,2002,21.03963,57.31085
Dutch Flat,48.8,2002,34.48333,-113.91667
Jiddat al Harasis 401,49.33,2002,19.99743,56.41067
Dhofar 1447,49.4,2002,18.61667,54.18333
Dhofar 862,50,2002,19.16,54.58667
Tanezrouft 067,50,2002,25.53333,0.41667
Queen Alexandra Range 02168,50.63,2002,-84,168
Queen Alexandra Range 02165,50.99,2002,-84,168
LaPaz Icefield 02383,51.08,2002,-86.36667,-70
LaPaz Icefield 02386,51.39,2002,-86.36667,-70
Queen Alexandra Range 02180,51.54,2002,-84,168
Jiddat al Harasis 085,51.9,2002,19.65852,55.7531
Dhofar 1298,52,2002,19.11667,54.785
LaPaz Icefield 02265,52.13,2002,-86.36667,-70
Myrtle Springs,52.99,2002,-30.45383,137.99017
Acfer 345,53,2002,27.46472,3.81417
MacAlpine Hills 02460,54.2,2002,-84.21667,160.5
MacAlpine Hills 02538,54.5,2002,-84.21667,160.5
LaPaz Icefield 02259,54.55,2002,-86.36667,-70
LaPaz Icefield 02418,54.63,2002,-86.36667,-70
Sayh al Uhaymir 274,56.75,2002,20.8131,57.33018
MacAlpine Hills 02705,57.97,2002,-84.21667,160.5
Queen Alexandra Range 02169,58.48,2002,-84,168
Pecora Escarpment 02012,58.9,2002,-85.63333,-68.7
LaPaz Icefield 02436,59,2002,-86.36667,-70
Jiddat al Harasis 105,59.41,2002,19.17935,56.11777
Jiddat al Harasis 084,59.47,2002,19.65518,55.75308
Dar al Gani 986,60,2002,27.01933,16.51333
Fountain Hills,60,2002,33.61,-111.72
LaPaz Icefield 02264,60.33,2002,-86.36667,-70
Queen Alexandra Range 02166,60.66,2002,-84,168
Sayh al Uhaymir 232,60.92,2002,20.51677,57.3651
Northwest Africa 2261,61.8,2002,27.73333,-7.85
Hezma,62,2002,33.25,10.46667
Pecora Escarpment 01014,62.8,2002,-85.68735,-68.88643
MacAlpine Hills 02836,63,2002,-84.21667,160.5
Sayh al Uhaymir 244,63.05,2002,20.568,57.37422
Dhofar 1015,63.53,2002,18.55907,54.08162
Tanezrouft 061,65,2002,25.3,0.2
Northwest Africa 2252,65,2002,27.81667,-7.85
Northwest Africa 2268,65,2002,28.23333,-7.88333
LaPaz Icefield 02340,65.44,2002,-86.36667,-70
Sayh al Uhaymir 109,66,2002,21.085,57.28
MacAlpine Hills 02835,66.7,2002,-84.21667,160.5
Dhofar 937,67,2002,19.18167,54.57833
Acfer 359,67,2002,27.7,4.48333
Pecora Escarpment 02023,67.11,2002,-85.63333,-68.7
Dhofar 952,68,2002,19.065,54.76167
Acfer 360,68,2002,27.48333,3.76667
LaPaz Icefield 02248,68.02,2002,-86.36667,-70
Quartzsite,69.7,2002,33.68085,-114.1958
Acfer 358,70,2002,27.76667,4.41667
Pecora Escarpment 02010,70.8,2002,-85.63333,-68.7
Queen Alexandra Range 02167,73.34,2002,-84,168
Dhofar 941,74,2002,18.58167,54.19667
Dhofar 945,74,2002,19.095,54.73167
MacAlpine Hills 02631,74.8,2002,-84.21667,160.5
Sayh al Uhaymir 120,75,2002,21.00333,57.32167
Sayh al Uhaymir 199,75.13,2002,21.06528,57.2804
Dhofar 1310,76,2002,19.39333,54.595
Dhofar 1008,76.45,2002,18.54872,54.02702
Coyote Dry Lake 160,76.88,2002,35.06152,-116.76295
LaPaz Icefield 02410,77.48,2002,-86.36667,-70
Sayh al Uhaymir 222,77.78,2002,20.49042,57.39355
Jiddat al Harasis 107,77.87,2002,19.5799,56.16278
Pecora Escarpment 02020,77.98,2002,-85.63333,-68.7
LaPaz Icefield 02253,78.66,2002,-86.36667,-70
Dhofar 309,81.3,2002,19.32667,54.78833
Sayh al Uhaymir 128,82,2002,20.99833,57.315
Dar al Gani 992,82,2002,27.36417,16.28033
Queen Alexandra Range 02164,82.82,2002,-84,168
LaPaz Icefield 02379,85.51,2002,-86.36667,-70
LaPaz Icefield 02336,85.56,2002,-86.36667,-70
Dhofar 1312,86,2002,19.105,54.84333
Dhofar 944,86,2002,19.24333,54.53667
Sayh al Uhaymir 218,86.33,2002,20.44247,57.23295
Sayh al Uhaymir 147,87,2002,21.04636,57.31033
Sayh al Uhaymir 151,87.9,2002,21.03722,57.29019
LaPaz Icefield 02378,88.69,2002,-86.36667,-70
Jiddat al Harasis 399,90,2002,19.96977,56.41743
Sayh al Uhaymir 111,90,2002,20.985,57.29667
Queen Alexandra Range 02161,91.44,2002,-84,168
LaPaz Icefield 02263,92.22,2002,-86.36667,-70
Sayh al Uhaymir 226,93.47,2002,20.06255,56.95327
LaPaz Icefield 02250,94.3,2002,-86.36667,-70
LaPaz Icefield 02255,94.8,2002,-86.36667,-70
Sayh al Uhaymir 090,94.84,2002,21,57.32
Dar al Gani 985,96,2002,26.97333,16.54167
MacAlpine Hills 02539,96.6,2002,-84.21667,160.5
Pecora Escarpment 02076,96.65,2002,-85.63333,-68.7
Dhofar 733,98,2002,18.58833,54.23
Jiddat al Harasis 209,98.37,2002,19.98662,56.41843
Pecora Escarpment 02027,98.44,2002,-85.63333,-68.7
Dhofar 841,100,2002,18.63,54.05
Sayh al Uhaymir 126,100,2002,20.98,57.33333
Acfer 382,101,2002,27.63333,3.93333
Ramlat as Sahmah 265,101.15,2002,20.02968,56.4332
Dhofar 863,102,2002,19.38333,54.59333
MacAlpine Hills 02632,102.9,2002,-84.21667,160.5
Sayh al Uhaymir 153,103.28,2002,21.038,57.29283
LaPaz Icefield 02376,103.63,2002,-86.36667,-70
LaPaz Icefield 02341,103.66,2002,-86.36667,-70
Dhofar 931,105,2002,19.105,54.81833
LaPaz Icefield 02241,106,2002,-86.36667,-70
LaPaz Icefield 02244,106.46,2002,-86.36667,-70
Pecora Escarpment 02026,106.79,2002,-85.63333,-68.7
Tanezrouft 071,107,2002,25.26667,0.1
Sayh al Uhaymir 150,107.7,2002,20.99203,57.31992
Dhofar 730,108,2002,19.325,54.79167
LaPaz Icefield 02245,108.35,2002,-86.36667,-70
LaPaz Icefield 02300,108.45,2002,-86.36667,-70
LaPaz Icefield 02375,109.91,2002,-86.36667,-70
MacAlpine Hills 02839,110.4,2002,-84.21667,160.5
Sayh al Uhaymir 085,112,2002,21.06833,57.27
Dhofar 942,113,2002,19.16667,54.40333
Pecora Escarpment 02077,113.92,2002,-85.63333,-68.7
Dhofar 956,114,2002,19.21667,54.65667
LaPaz Icefield 02254,114.6,2002,-86.36667,-70
Al Huqf 003,115.42,2002,19.50695,57.11952
Acfer 374,118,2002,26.60867,4.053
LaPaz Icefield 02261,118.3,2002,-86.36667,-70
LaPaz Icefield 02251,119.03,2002,-86.36667,-70
Acfer 356,120,2002,27.61233,4.5285
Shişr 040,121.41,2002,18.54777,53.95012
Acfer 369,122,2002,27.667,4.64833
LaPaz Icefield 02411,122.46,2002,-86.36667,-70
Jiddat al Harasis 396,122.595,2002,19.99542,56.39193
Queen Alexandra Range 02163,122.62,2002,-84,168
Jiddat al Harasis 086,123.34,2002,19.72395,55.7939
MacAlpine Hills 02834,125.4,2002,-84.21667,160.5
Dhofar 839,126,2002,18.52833,54.00333
Dhofar 840,126,2002,19.34167,54.56
Acfer 368,126,2002,27.68883,4.386
LaPaz Icefield 02246,127.4,2002,-86.36667,-70
Sayh al Uhaymir 188,127.92,2002,20.5877,57.09752
Acfer 373,128,2002,26.62583,3.94433
Acfer 370,129,2002,27.6725,4.35667
Tanezrouft 073,130,2002,24.424,0.12233
Pecora Escarpment 01032,130.1,2002,-85.65555,-68.65638
LaPaz Icefield 02377,130.5,2002,-86.36667,-70
LaPaz Icefield 02333,131.4,2002,-86.36667,-70
Sayh al Uhaymir 148,131.5,2002,21.03908,57.31017
Dhofar 744,132,2002,19.26,54.805
Acfer 341,132,2002,27.46667,3.83333
Acfer 376,132,2002,27.6395,3.935
Acfer 377,132,2002,27.6625,3.97683
MacAlpine Hills 02630,133.4,2002,-84.21667,160.5
MacAlpine Hills 02833,134.1,2002,-84.21667,160.5
Pecora Escarpment 01031,134.6,2002,-85.65352,-68.65107
Northwest Africa 2263,135,2002,27.81667,-7.83333
LaPaz Icefield 02334,135.09,2002,-86.36667,-70
LaPaz Icefield 02374,135.96,2002,-86.36667,-70
Queen Alexandra Range 02110,136.62,2002,-84,168
Acfer 361,138,2002,27.42958,3.87135
Acfer 343,140,2002,27.619722,4.265
Dhofar 743,141,2002,19.19333,54.70167
LaPaz Icefield 02266,141.88,2002,-86.36667,-70
Sayh al Uhaymir 143,142.43,2002,21.05703,57.29972
MacAlpine Hills 02831,142.6,2002,-84.21667,160.5
Dhofar 1012,144.87,2002,18.55492,54.0293
LaPaz Icefield 02260,144.88,2002,-86.36667,-70
Pecora Escarpment 02074,147.03,2002,-85.63333,-68.7
MacAlpine Hills 02832,148.1,2002,-84.21667,160.5
Sayh al Uhaymir 229,149,2002,20.50772,57.15127
Tanezrouft 056,151.1,2002,25.48333,0.15
Jiddat al Harasis 204,155.94,2002,19.98587,56.40808
Dhofar 330,156,2002,19.38167,54.59333
Tanezrouft 059,156.4,2002,25.21667,0.21667
Dhofar 948,158,2002,19.39833,54.595
Acfer 355,161,2002,27.58967,3.781
LaPaz Icefield 02380,162.78,2002,-86.36667,-70
LaPaz Icefield 02337,164.8,2002,-86.36667,-70
Dhofar 943,166,2002,19.05167,54.765
Grove Mountains 020039,166.1,2002,-73.16306,75.05472
LaPaz Icefield 02373,167.97,2002,-86.36667,-70
LaPaz Icefield 02332,168.8,2002,-86.36667,-70
LaPaz Icefield 02339,169.39,2002,-86.36667,-70
Dhofar 947,170,2002,18.35333,54.235
Dhofar 838,170,2002,19.32833,54.76333
Jiddat al Harasis 089,170.69,2002,19.93903,56.42808
LaPaz Icefield 02412,172.38,2002,-86.36667,-70
Acfer 340,173.15,2002,27.58333,4.3
Jiddat al Harasis 200,175.47,2002,19.97857,56.4879
Sayh al Uhaymir 127,176,2002,21.08833,57.29167
Dhofar 928,178,2002,19.11333,54.75
Tanezrouft 069,180,2002,25.28333,0.1
LaPaz Icefield 02335,180.1,2002,-86.36667,-70
LaPaz Icefield 02372,181.13,2002,-86.36667,-70
Sayh al Uhaymir 247,183.08,2002,20.57965,57.18483
Northwest Africa 2269,184,2002,27.96667,-7.95
LaPaz Icefield 02221,184.2,2002,-86.36667,-70
Dhofar 924,185,2002,19.16333,54.66833
Sayh al Uhaymir 220,185.36,2002,20.4853,57.21425
Jiddat al Harasis 088,185.4,2002,19.3571,56.26865
Sayh al Uhaymir 213,187.5,2002,20.41437,57.06578
MacAlpine Hills 02837,188.6,2002,-84.21667,160.5
Dhofar 923,190,2002,19.335,54.66333
LaPaz Icefield 02331,190.88,2002,-86.36667,-70
Sayh al Uhaymir 280,193.02,2002,21.0626,57.31252
Sayh al Uhaymir 169,206.45,2002,20.57318,57.32333
Dhofar 850,208,2002,18.61833,54.155
Sayh al Uhaymir 236,210.49,2002,20.54373,57.1285
Acfer 334,211.25,2002,27.65,4.38333
Dhofar 954,212,2002,18.535,54.13333
LaPaz Icefield 02371,213.2,2002,-86.36667,-70
Sayh al Uhaymir 155,217,2002,20.99872,57.325
LaPaz Icefield 02338,218.25,2002,-86.36667,-70
LaPaz Icefield 02330,218.49,2002,-86.36667,-70
LaPaz Icefield 02230,218.7,2002,-86.36667,-70
Dar al Gani 990,219,2002,27.113,16.33617
Dhofar 701,220,2002,19.14833,54.80333
Jiddat al Harasis 052,220,2002,19.23167,55.18333
Pecora Escarpment 02005,220.46,2002,-85.63333,-68.7
Sayh al Uhaymir 267,223,2002,20.72205,57.21013
Pecora Escarpment 02075,224.76,2002,-85.63333,-68.7
Sayh al Uhaymir 184,226.22,2002,20.47633,57.36013
Dhofar 538,230,2002,19.33833,54.605
LaPaz Icefield 02232,230.9,2002,-86.36667,-70
Dhofar 696,233,2002,19.23667,54.75833
Sayh al Uhaymir 112,233,2002,21.04333,57.29667
Tanezrouft 068,236,2002,25.25,0.1
Dar al Gani 991,236,2002,27.33067,16.2805
San Michele,237,2002,43.66667,13
Acfer 372,238,2002,26.61167,3.887
Tanezrouft 070,240,2002,25.58333,0.4
Acfer 362,242.8,2002,27.4778,3.70165
Shişr 008,244,2002,18.54167,53.99833
LaPaz Icefield 02226,244.1,2002,-86.36667,-70
Pecora Escarpment 02069,244.2,2002,-85.63333,-68.7
Jiddat al Harasis 093,246.77,2002,19.96255,56.75665
Ramlat as Sahmah 201,249.4,2002,20.0081,56.41482
Tanezrouft 055,251.4,2002,25.4,0.41667
Alby sur Chéran,252,2002,45.82133,6.01533
LaPaz Icefield 02229,252.4,2002,-86.36667,-70
LaPaz Icefield 02224,252.5,2002,-86.36667,-70
LaPaz Icefield 02327,254.4,2002,-86.36667,-70
LaPaz Icefield 02231,256.7,2002,-86.36667,-70
Jiddat al Harasis 322,257.08,2002,19.73083,55.73167
Acfer 335,261,2002,27.73333,4.43333
Dhofar 1017,273.3,2002,19.17203,54.79462
Dhofar 951,274,2002,18.63167,54.23167
Sayh al Uhaymir 191,284.83,2002,20.96595,57.32455
Acfer 381,292,2002,27.7,4.45
Dhofar 1011,292.8,2002,18.55478,54.04272
Dhofar 1014,298.27,2002,18.55673,54.00083
Jiddat al Harasis 076,300.56,2002,19.05003,55.44435
Sayh al Uhaymir 275,303.23,2002,20.94495,57.35585
Sayh al Uhaymir 225,306.69,2002,20.06035,56.94918
Jiddat al Harasis 077,307.8,2002,19.66607,55.65167
LaPaz Icefield 02227,308.5,2002,-86.36667,-70
LaPaz Icefield 02225,313.5,2002,-86.36667,-70
Sayh al Uhaymir 271,314.63,2002,20.76885,57.26002
Dar al Gani 993,317,2002,27.45367,16.323
Sayh al Uhaymir 211,319,2002,20.36858,56.88668
Jiddat al Harasis 211,325.25,2002,19.9611,56.42873
El Atchane 012,331.2,2002,29.1266,4.71773
LaPaz Icefield 02324,332.4,2002,-86.36667,-70
LaPaz Icefield 02228,335.8,2002,-86.36667,-70
Sayh al Uhaymir 240,341.65,2002,20.56093,57.3326
Gao-Guenie (b),344,2002,11.65,-2.18333
San Juan 002,345,2002,-25.575,-69.795
Sayh al Uhaymir 192,349.28,2002,20.96597,57.3257
Shişr 164,353,2002,18.2525,53.998
Pecora Escarpment 02001,354,2002,-85.63333,-68.7
Jiddat al Harasis 202,355.11,2002,19.9842,56.42707
Acfer 337,360,2002,27.68333,4.26667
Jiddat al Harasis 210,368.82,2002,19.9814,56.41825
LaPaz Icefield 02326,369.3,2002,-86.36667,-70
Acfer 338,377.6,2002,27.71667,4.26667
Shişr 038,379.85,2002,18.54588,53.93378
Dhofar 735,381,2002,19.06833,54.78
Acfer 363,389.9,2002,27.58163,4.29388
Sayh al Uhaymir 256,392.5,2002,20.60063,57.15925
Dhofar 958,400,2002,19.085,54.77
Acfer 339,400,2002,27.55,4.2
Sayh al Uhaymir 263,400.8,2002,20.69528,57.18323
Pecora Escarpment 02004,401.9,2002,-85.63333,-68.7
LaPaz Icefield 02329,403.9,2002,-86.36667,-70
Dhofar 1303,404,2002,19.3025,54.555
Dhofar 1285,406,2002,19.3025,54.555
Sayh al Uhaymir 196,407.77,2002,21.043,57.34307
Dhofar 697,409,2002,19.38333,54.595
Acfer 367,410,2002,27.68433,4.42917
Acfer 344,410,2002,27.73333,4.19833
Dar al Gani 1063,410.3,2002,27.27417,16.40833
Dhofar 926,411,2002,19.07333,54.74833
Sayh al Uhaymir 243,419.16,2002,20.56565,57.3583
Plateau du Tademait 005,420,2002,27.89167,0.21667
LaPaz Icefield 02325,425.3,2002,-86.36667,-70
Grove Mountains 020027,428.8,2002,-73.06917,75.27694
Sayh al Uhaymir 237,431.9,2002,20.55362,57.32433
LaPaz Icefield 02328,432.2,2002,-86.36667,-70
Aybut 001,442.26,2002,17.75793,53.99032
Dhofar 699,444,2002,19.10333,54.82833
Séguédine,444,2002,20.81833,12.97333
LaPaz Icefield 02222,450.5,2002,-86.36667,-70
Sayh al Uhaymir 228,450.93,2002,20.50222,57.37372
Pecora Escarpment 02002,451.3,2002,-85.63333,-68.7
LaPaz Icefield 02322,452.7,2002,-86.36667,-70
Sayh al Uhaymir 119,472,2002,21.00333,57.315
LaPaz Icefield 02218,473.7,2002,-86.36667,-70
LaPaz Icefield 02215,484.1,2002,-86.36667,-70
Sayh al Uhaymir 249,486.21,2002,20.5828,57.36067
Ramlat as Sahmah 200,487.26,2002,20.0051,56.41193
Shişr 105,490.5,2002,18.54353,53.97635
Jiddat al Harasis 208,492.31,2002,19.9867,56.41857
Acfer 375,495,2002,27.5085,3.76383
Tanezrouft 074,496,2002,24.22217,0.4735
Sayh al Uhaymir 261,499.44,2002,20.66843,57.15937
Jiddat al Harasis 205,502.22,2002,19.98662,56.41728
LaPaz Icefield 02323,507.1,2002,-86.36667,-70
Dhofar 939,508,2002,18.20833,54.12
Pecora Escarpment 02070,518,2002,-85.63333,-68.7
LaPaz Icefield 02219,540.5,2002,-86.36667,-70
Acfer 346,546,2002,27.59056,4.66278
Shişr 104,550,2002,18.55185,53.90912
Dhofar 957,550,2002,19.09167,54.38667
Sayh al Uhaymir 245,566.65,2002,20.57268,57.36938
Tanezrouft 054,576.4,2002,25.43333,0.4
Shişr 100,579.1,2002,18.20355,53.81112
Tanezrouft 089,581,2002,25.23333,0.15
LaPaz Icefield 02213,592.6,2002,-86.36667,-70
Dhofar 929,602,2002,18.51667,54.22833
LaPaz Icefield 02216,612.6,2002,-86.36667,-70
Tanezrouft 075,616,2002,24.06833,-1.3525
Pecora Escarpment 02068,640.1,2002,-85.63333,-68.7
Sayh al Uhaymir 227,646.1,2002,20.50052,57.27052
LaPaz Icefield 02217,653.4,2002,-86.36667,-70
Acfer 364,656,2002,27.7,4.51667
Sayh al Uhaymir 110,660,2002,20.99,57.30667
Tanezrouft 088,660,2002,25.36667,1.08333
Pecora Escarpment 02006,661.6,2002,-85.63333,-68.7
Jiddat al Harasis 097,674.3,2002,19.46162,56.83205
Bhawad,678,2002,26.50833,73.11528
Sayh al Uhaymir 121,688,2002,21.00833,57.31
Sayh al Uhaymir 224,688.1,2002,20.4935,57.25187
Sayh al Uhaymir 189,694.9,2002,20.60242,57.37903
Dhofar 695,702,2002,19.28167,54.83
Dhofar 959,702,2002,19.38667,54.57667
Sayh al Uhaymir 230,711.2,2002,20.51168,57.31843
El Atchane 013,720,2002,29.975,4.66667
Jiddat al Harasis 109,729.7,2002,19.94587,56.92713
Sayh al Uhaymir 171,745,2002,21.01333,57.31833
LaPaz Icefield 02214,745.1,2002,-86.36667,-70
Dar al Gani 984,763,2002,26.8105,16.80483
Al Huqf 005,763.29,2002,19.84057,57.00848
Dar al Gani 989,764,2002,27.1125,16.33167
Dhofar 927,795,2002,19.13667,54.56333
Shişr 012,802,2002,18.56167,53.97167
Jiddat al Harasis 108,817.2,2002,19.73587,55.82887
Shişr 103,842.5,2002,18.52173,53.80392
Acfer 380,849,2002,27.76667,4.41667
Jiddat al Harasis 201,929.4,2002,19.96573,56.44223
Dar al Gani 983,933,2002,26.7375,16.8995
Sayh al Uhaymir 152,963,2002,21.03692,57.28989
Sayh al Uhaymir 254,964.19,2002,20.5989,57.02047
Tanezrouft 062,974,2002,25.42556,0.0975
Queen Alexandra Range 02100,1007.5,2002,-84,168
Pecora Escarpment 02072,1021.9,2002,-85.63333,-68.7
Al Huqf 007,1042.7,2002,19.84128,57.00953
LaPaz Icefield 02321,1046,2002,-86.36667,-70
Zelfana,1058,2002,32.15833,4.63333
Al Huqf 050,1066.2,2002,19.60308,57.03332
Jiddat al Harasis 120,1070.7,2002,19.73335,55.724417
Jiddat al Harasis 321,1070.75,2002,19.73335,55.72442
Al Huqf 008,1074.3,2002,19.84203,57.00747
Shişr 033,1097.72,2002,18.34725,53.7477
Dougherty,1113,2002,33.97917,-101.2
Tanezrouft 063,1135,2002,25.19583,0.23667
Dhofar 1024,1173,2002,19.30618,54.49478
Pecora Escarpment 02071,1175,2002,-85.63333,-68.7
Jiddat al Harasis 206,1185.51,2002,19.98715,56.4177
Jiddat al Harasis 095,1211.57,2002,19.98358,56.77298
LaPaz Icefield 02205,1226.3,2002,-86.36667,-70
Dhofar 864,1233,2002,18.16333,54.16
Dhofar 938,1248,2002,19.405,54.575
Starvation Flat,1250,2002,36.7845,-114.94967
Gourara,1272,2002,29.75883,1.88467
Acfer 342,1276,2002,27.59056,4.66278
LaPaz Icefield 02204,1313.7,2002,-86.36667,-70
Dhofar 916,1350,2002,19.09667,54.79167
Jiddat al Harasis 100,1362.5,2002,19.51418,56.85202
Sayh al Uhaymir 241,1391.8,2002,20.56233,57.37607
Shişr 101,1400,2002,18.62618,53.91583
Shişr 041,1400.2,2002,18.55282,53.9355
Sayh al Uhaymir 259,1415.13,2002,20.6227,56.94792
Great Sand Sea 021,1416,2002,28.10567,25.54017
LaPaz Icefield 02212,1456,2002,-86.36667,-70
Acfer 366,1456,2002,26.60933,3.93567
Acfer 365,1456,2002,27.60933,3.93567
Dhofar 935,1500,2002,19.105,54.81167
Shişr 037,1508.6,2002,18.54202,53.93747
Jiddat al Harasis 087,1532.7,2002,19.58865,56.17588
LaPaz Icefield 02209,1563.1,2002,-86.36667,-70
Sayh al Uhaymir 185,1575.3,2002,20.51485,57.27738
Jiddat al Harasis 099,1595.38,2002,19.52688,56.83552
Tanezrouft 066,1600,2002,25.19278,0.78611
Pitino,1667,2002,-27.46667,-60.58333
Old Homestead 003,1780,2002,-31.45278,127.8905
Jiddat al Harasis 096,1853.5,2002,19.46028,56.82793
Al Huqf 006,1861.21,2002,19.84067,57.00842
Shişr 163,1872.3,2002,18.55712,53.91382
Sayh al Uhaymir 172,1913,2002,20.99333,57.28
Sayh al Uhaymir 221,1945.35,2002,20.48933,57.40063
Dhofar 1449,1959,2002,19.23,54.88
Sayh al Uhaymir 212,2027.06,2002,20.40277,57.0374
Dar al Gani 987,2031,2002,27.06417,16.39367
Winterhaven,2100,2002,32.95,-114.666667
Sayh al Uhaymir 253,2128.9,2002,20.59637,57.16163
Adrar Madet 002,2200,2002,18.61042,10.4941
LaPaz Icefield 02210,2237.6,2002,-86.36667,-70
Dhofar 1010,2298.4,2002,18.55417,54.00253
Sayh al Uhaymir 531,2339,2002,21.00633,57.32183
